block,total_hr,ID_NCBA_BLOCK,ID_BLOCK_CODE,PRIORITY_BLOCK
MERRIMON-CE,2.3,MERRIMON-CE,34076H6CE,0
BAYLEAF-CE,28.9,MERRIMON-CW,34076H6CW,0
MERRIMON-NE,0.0,MERRIMON-NE,34076H6NE,0
MERRIMON-NW,3.9,MERRIMON-NW,34076H6NW,0
MERRIMON-SE,2.4,MERRIMON-SE,34076H6SE,1
MERRIMON-SW,0.0,MERRIMON-SW,34076H6SW,0
MERRY_HILL-SE,0.4,MERRY_HILL-SE,36076A7SE,1
MERRY_HILL-SW,0.0,MERRY_HILL-SW,36076A7SW,0
MERRY_OAKS-CE,640.7,MERRY_OAKS-CE,35079F1CE,0
MERRY_OAKS-CW,12.1,MERRY_OAKS-CW,35079F1CW,0
MERRY_OAKS-NE,93.0,MERRY_OAKS-NE,35079F1NE,0
MERRY_OAKS-NW,41.6,MERRY_OAKS-NW,35079F1NW,0
MERRY_OAKS-SE,4.5,MERRY_OAKS-SE,35079F1SE,1
MERRY_OAKS-SW,133.4,MERRY_OAKS-SW,35079F1SW,0
MICAVILLE-NE,0.0,MICAVILLE-NE,35082H2NE,0
MICAVILLE-NW,7.9,MICAVILLE-NW,35082H2NW,0
MICAVILLE-SE,35.7,MICAVILLE-SE,35082H2SE,1
MICAVILLE-SW,10.7,MICAVILLE-SW,35082H2SW,0
MIDDLEBURG-CE,0.3,MIDDLEBURG-CE,36078D3CE,0
MIDDLEBURG-CW,12.3,MIDDLEBURG-CW,36078D3CW,0
MIDDLEBURG-NE,0.1,MIDDLEBURG-NE,36078D3NE,0
MIDDLEBURG-NW,16.9,MIDDLEBURG-NW,36078D3NW,0
MIDDLEBURG-SE,0.2,MIDDLEBURG-SE,36078D3SE,1
MIDDLEBURG-SW,1.8,MIDDLEBURG-SW,36078D3SW,0
MIDDLESEX-CE,0.0,MIDDLESEX-CE,35078G2CE,0
MIDDLESEX-CW,0.0,MIDDLESEX-CW,35078G2CW,0
MIDDLESEX-NW,0.0,MIDDLESEX-NW,35078G2NW,0
MIDDLESEX-SE,0.0,MIDDLESEX-SE,35078G2SE,1
MIDDLESEX-SW,0.1,MIDDLESEX-SW,35078G2SW,0
MIDDLETOWN_OE_S-NW,2.0,MIDDLETOWN_OE_S-NW,35076C1NW,1
MIDDLETOWN-CE,1.1,MIDDLETOWN-CE,35076D1CE,0
MIDDLETOWN-CW,0.4,MIDDLETOWN-CW,35076D1CW,1
MIDDLETOWN-NE,7.4,MIDDLETOWN-NE,35076D1NE,0
MIDDLETOWN-NW,36.6,MIDDLETOWN-NW,35076D1NW,0
MIDDLETOWN-SW,3.2,MIDDLETOWN-SW,35076D1SW,0
MIDLAND-CE,11.2,MIDLAND-CE,35080B5CE,0
MIDLAND-CW,0.3,MIDLAND-CW,35080B5CW,0
MIDLAND-NE,31.7,MIDLAND-NE,35080B5NE,0
MIDLAND-NW,0.6,MIDLAND-NW,35080B5NW,0
MIDLAND-SE,3.6,MIDLAND-SE,35080B5SE,1
MIDLAND-SW,0.9,MIDLAND-SW,35080B5SW,0
MIDWAY-CW,0.0,MIDWAY-CW,35080H2CW,0
MIDWAY-NW,0.1,MIDWAY-NW,35080H2NW,0
MIDWAY-SE,0.1,MIDWAY-SE,35080H2SE,1
MIDWAY-SW,11.7,MIDWAY-SW,35080H2SW,0
MILL_SPRING-CE,15.7,MILL_SPRING-CE,35082C2CE,0
MILL_SPRING-CW,15.4,MILL_SPRING-CW,35082C2CW,0
MILL_SPRING-NE,0.0,MILL_SPRING-NE,35082C2NE,0
MILL_SPRING-NW,71.7,MILL_SPRING-NW,35082C2NW,0
MILL_SPRING-SE,6.9,MILL_SPRING-SE,35082C2SE,1
MILL_SPRING-SW,1.3,MILL_SPRING-SW,35082C2SW,0
MILLERSVILLE-CE,249.3,MILLERSVILLE-CE,35081G2CE,0
MILLERSVILLE-CW,47.5,MILLERSVILLE-CW,35081G2CW,0
MILLERSVILLE-NE,0.0,MILLERSVILLE-NE,35081G2NE,0
MILLERSVILLE-NW,2.2,MILLERSVILLE-NW,35081G2NW,0
MILLERSVILLE-SE,2.9,MILLERSVILLE-SE,35081G2SE,1
MILLSTONE_LAKE-CE,4.3,MILLSTONE_LAKE-CE,35079A6CE,0
MILLSTONE_LAKE-CW,0.3,MILLSTONE_LAKE-CW,35079A6CW,0
MILLSTONE_LAKE-NE,2.3,MILLSTONE_LAKE-NE,35079A6NE,0
MILLSTONE_LAKE-NW,0.0,MILLSTONE_LAKE-NW,35079A6NW,0
MILLSTONE_LAKE-SE,14.5,MILLSTONE_LAKE-SE,35079A6SE,1
MINERAL_BLUFF-NW,0.5,MINERAL_BLUFF-NW,34084H3NW,0
MINGO-NE,0.0,MINGO-NE,35078B5NE,0
BAYLEAF-CW,23.2,MINGO-NW,35078B5NW,0
MINGO-SW,0.0,MINGO-SW,35078B5SW,0
MINT_HILL-CE,31.7,MINT_HILL-CE,35080B6CE,0
MINT_HILL-CW,15.9,MINT_HILL-CW,35080B6CW,0
MINT_HILL-NE,12.2,MINT_HILL-NE,35080B6NE,0
MINT_HILL-NW,2.7,MINT_HILL-NW,35080B6NW,0
MINT_HILL-SE,66.3,MINT_HILL-SE,35080B6SE,1
MINT_HILL-SW,330.9,MINT_HILL-SW,35080B6SW,0
MINTONSVILLE-CE,0.0,MINTONSVILLE-CE,36076C6CE,0
MINTONSVILLE-NE,0.0,MINTONSVILLE-NE,36076C6NE,0
MINTONSVILLE-SE,0.6,MINTONSVILLE-SE,36076C6SE,1
MOCKSVILLE-CE,0.0,MOCKSVILLE-CE,35080H5CE,0
MOCKSVILLE-CW,0.2,MOCKSVILLE-CW,35080H5CW,0
MOCKSVILLE-NE,0.0,MOCKSVILLE-NE,35080H5NE,0
BAYLEAF-NE,468.6,MOCKSVILLE-NW,35080H5NW,0
MOCKSVILLE-SE,25.4,MOCKSVILLE-SE,35080H5SE,1
MOCKSVILLE-SW,13.1,MOCKSVILLE-SW,35080H5SW,0
MOFFITT_HILL-CE,10.3,MOFFITT_HILL-CE,35082E2CE,0
MOFFITT_HILL-CW,2.7,MOFFITT_HILL-CW,35082E2CW,0
MOFFITT_HILL-NE,4.3,MOFFITT_HILL-NE,35082E2NE,0
MOFFITT_HILL-NW,24.1,MOFFITT_HILL-NW,35082E2NW,0
MOFFITT_HILL-SE,8.1,MOFFITT_HILL-SE,35082E2SE,1
MOFFITT_HILL-SW,0.8,MOFFITT_HILL-SW,35082E2SW,0
MONCURE-CE,2.9,MONCURE-CE,35079E1CE,0
MONCURE-CW,1.4,MONCURE-CW,35079E1CW,0
MONCURE-NE,0.4,MONCURE-NE,35079E1NE,0
MONCURE-NW,4.9,MONCURE-NW,35079E1NW,0
MONROE-CE,0.7,MONROE-CE,34080H5CE,0
MONROE-CW,0.0,MONROE-CW,34080H5CW,0
MONROE-NE,5.4,MONROE-NE,34080H5NE,0
MONROE-NW,0.2,MONROE-NW,34080H5NW,0
MONROE-SE,3.4,MONROE-SE,34080H5SE,1
MONTREAT-CE,6.1,MONTREAT-CE,35082F3CE,0
MONTREAT-CW,13.5,MONTREAT-CW,35082F3CW,0
MONTREAT-NE,200.2,MONTREAT-NE,35082F3NE,0
MONTREAT-NW,50.1,MONTREAT-NW,35082F3NW,0
MONTREAT-SE,39.2,MONTREAT-SE,35082F3SE,1
MONTREAT-SW,16.5,MONTREAT-SW,35082F3SW,0
MOORESVILLE-CE,3.7,MOORESVILLE-CE,35080E7CE,0
MOORESVILLE-CW,3.1,MOORESVILLE-CW,35080E7CW,0
MOORESVILLE-NE,0.3,MOORESVILLE-NE,35080E7NE,0
MOORESVILLE-NW,3.7,MOORESVILLE-NW,35080E7NW,0
MOORESVILLE-SE,27.9,MOORESVILLE-SE,35080E7SE,1
MOORESVILLE-SW,17.5,MOORESVILLE-SW,35080E7SW,0
MOORETOWN-CW,0.0,MOORETOWN-CW,34077D7CW,0
BAYLEAF-NW,155.2,MOORETOWN-NW,34077D7NW,0
MOORETOWN-SE,4.8,MOORETOWN-SE,34077D7SE,1
MOORETOWN-SW,0.0,MOORETOWN-SW,34077D7SW,0
MORAVIAN_FALLS-CE,14.0,MORAVIAN_FALLS-CE,36081A2CE,0
BAYLEAF-SE,205.9,MORAVIAN_FALLS-CW,36081A2CW,1
BAYLEAF-SW,778.2,MORAVIAN_FALLS-NE,36081A2NE,0
MORAVIAN_FALLS-NW,0.0,MORAVIAN_FALLS-NW,36081A2NW,0
MORAVIAN_FALLS-SE,7.8,MORAVIAN_FALLS-SE,36081A2SE,1
MORAVIAN_FALLS-SW,0.1,MORAVIAN_FALLS-SW,36081A2SW,0
MORGANTON_NORTH-CE,9.9,MORGANTON_NORTH-CE,35081G6CE,0
MORGANTON_NORTH-CW,0.2,MORGANTON_NORTH-CW,35081G6CW,0
BEAR_CREEK-CE,0.2,MORGANTON_NORTH-NE,35081G6NE,0
MORGANTON_NORTH-SE,14.0,MORGANTON_NORTH-SE,35081G6SE,1
MORGANTON_NORTH-SW,8.7,MORGANTON_NORTH-SW,35081G6SW,0
MORGANTON_SOUTH-CE,4.9,MORGANTON_SOUTH-CE,35081F6CE,0
MORGANTON_SOUTH-CW,0.8,MORGANTON_SOUTH-CW,35081F6CW,0
MORGANTON_SOUTH-NE,0.0,MORGANTON_SOUTH-NE,35081F6NE,0
MORGANTON_SOUTH-NW,12.2,MORGANTON_SOUTH-NW,35081F6NW,0
MORGANTON_SOUTH-SE,2.1,MORGANTON_SOUTH-SE,35081F6SE,1
MORGANTON_SOUTH-SW,3.3,MORGANTON_SOUTH-SW,35081F6SW,0
MORIAH-CW,0.0,MORIAH-CW,36078C7CW,0
MORIAH-NW,63.7,MORIAH-NW,36078C7NW,0
MORIAH-SE,13.4,MORIAH-SE,36078C7SE,1
MORIAH-SW,0.0,MORIAH-SW,36078C7SW,0
MORROW_MOUNTAIN-CE,6.7,MORROW_MOUNTAIN-CE,35080C1CE,0
MORROW_MOUNTAIN-CW,4.7,MORROW_MOUNTAIN-CW,35080C1CW,0
MORROW_MOUNTAIN-NE,0.4,MORROW_MOUNTAIN-NE,35080C1NE,0
MORROW_MOUNTAIN-NW,130.7,MORROW_MOUNTAIN-NW,35080C1NW,0
MORROW_MOUNTAIN-SE,4.0,MORROW_MOUNTAIN-SE,35080C1SE,1
MORROW_MOUNTAIN-SW,1.9,MORROW_MOUNTAIN-SW,35080C1SW,0
MORVEN_EAST-CE,0.0,MORVEN_EAST-CE,34079G8CE,0
MORVEN_EAST-NE,2.4,MORVEN_EAST-NE,34079G8NE,0
MORVEN_EAST-NW,0.9,MORVEN_EAST-NW,34079G8NW,1
MOSSEY_ISLANDS-CE,43.8,MOSSEY_ISLANDS-CE,36075C7CE,0
MOSSEY_ISLANDS-CW,16.9,MOSSEY_ISLANDS-CW,36075C7CW,0
MOSSEY_ISLANDS-NW,88.8,MOSSEY_ISLANDS-NW,36075C7NW,0
MOSSEY_ISLANDS-SE,156.3,MOSSEY_ISLANDS-SE,36075C7SE,1
BEAR_CREEK-NE,6.7,MOSSEY_ISLANDS-SW,36075C7SW,0
MOUNT_AIRY_NORTH-SE,0.7,MOUNT_AIRY_NORTH-SE,36080E5SE,1
MOUNT_AIRY_NORTH-SW,16.6,MOUNT_AIRY_NORTH-SW,36080E5SW,0
MOUNT_AIRY_SOUTH-CE,0.0,MOUNT_AIRY_SOUTH-CE,36080D5CE,0
MOUNT_AIRY_SOUTH-CW,9.9,MOUNT_AIRY_SOUTH-CW,36080D5CW,0
MOUNT_AIRY_SOUTH-NW,6.8,MOUNT_AIRY_SOUTH-NW,36080D5NW,0
MOUNT_AIRY_SOUTH-SW,2.6,MOUNT_AIRY_SOUTH-SW,36080D5SW,0
MOUNT_GILEAD_EAST-CE,1.1,MOUNT_GILEAD_EAST-CE,35079B8CE,0
MOUNT_GILEAD_EAST-NW,0.0,MOUNT_GILEAD_EAST-NW,35079B8NW,0
MOUNT_GILEAD_EAST-SE,0.0,MOUNT_GILEAD_EAST-SE,35079B8SE,1
MOUNT_GILEAD_WEST-CE,8.8,MOUNT_GILEAD_WEST-CE,35080B1CE,0
MOUNT_GILEAD_WEST-CW,6.4,MOUNT_GILEAD_WEST-CW,35080B1CW,0
MOUNT_GILEAD_WEST-NE,1.1,MOUNT_GILEAD_WEST-NE,35080B1NE,0
MOUNT_GILEAD_WEST-NW,4.6,MOUNT_GILEAD_WEST-NW,35080B1NW,0
MOUNT_GILEAD_WEST-SE,0.0,MOUNT_GILEAD_WEST-SE,35080B1SE,1
MOUNT_GILEAD_WEST-SW,0.0,MOUNT_GILEAD_WEST-SW,35080B1SW,0
MOUNT_GUYOT-CE,0.0,MOUNT_GUYOT-CE,35083F3CE,0
MOUNT_GUYOT-SE,0.5,MOUNT_GUYOT-SE,35083F3SE,1
MOUNT_GUYOT-SW,3.2,MOUNT_GUYOT-SW,35083F3SW,0
MOUNT_HOLLY-CE,0.4,MOUNT_HOLLY-CE,35081C1CE,0
MOUNT_HOLLY-CW,11.9,MOUNT_HOLLY-CW,35081C1CW,0
MOUNT_HOLLY-NE,0.0,MOUNT_HOLLY-NE,35081C1NE,0
MOUNT_HOLLY-NW,7.7,MOUNT_HOLLY-NW,35081C1NW,0
MOUNT_HOLLY-SE,161.0,MOUNT_HOLLY-SE,35081C1SE,1
MOUNT_HOLLY-SW,47.3,MOUNT_HOLLY-SW,35081C1SW,0
MOUNT_LE_CONTE-SE,0.5,MOUNT_LE_CONTE-SE,35083F4SE,0
MOUNT_MITCHELL-CE,4.0,MOUNT_MITCHELL-CE,35082G3CE,0
MOUNT_MITCHELL-CW,79.2,MOUNT_MITCHELL-CW,35082G3CW,0
MOUNT_MITCHELL-NE,0.0,MOUNT_MITCHELL-NE,35082G3NE,0
MOUNT_MITCHELL-NW,12.0,MOUNT_MITCHELL-NW,35082G3NW,0
MOUNT_MITCHELL-SE,98.0,MOUNT_MITCHELL-SE,35082G3SE,1
MOUNT_MITCHELL-SW,2.1,MOUNT_MITCHELL-SW,35082G3SW,0
BEAR_CREEK-NW,0.2,MOUNT_OLIVE-CE,35078B1CE,0
MOUNT_OLIVE-CW,0.0,MOUNT_OLIVE-CW,35078B1CW,0
BEAR_CREEK-SE,0.1,MOUNT_OLIVE-NE,35078B1NE,1
MOUNT_OLIVE-NW,0.0,MOUNT_OLIVE-NW,35078B1NW,0
MOUNT_PLEASANT-CE,0.7,MOUNT_PLEASANT-CE,35080D4CE,0
MOUNT_PLEASANT-CW,1.3,MOUNT_PLEASANT-CW,35080D4CW,0
MOUNT_PLEASANT-NE,45.5,MOUNT_PLEASANT-NE,35080D4NE,0
MOUNT_PLEASANT-NW,17.8,MOUNT_PLEASANT-NW,35080D4NW,0
MOUNT_PLEASANT-SE,21.8,MOUNT_PLEASANT-SE,35080D4SE,1
MOUNT_PLEASANT-SW,17.2,MOUNT_PLEASANT-SW,35080D4SW,0
MOUNTAIN_ISLAND_LAKE-CE,7.4,MOUNTAIN_ISLAND_LAKE-CE,35080C8CE,0
MOUNTAIN_ISLAND_LAKE-CW,184.7,MOUNTAIN_ISLAND_LAKE-CW,35080C8CW,0
MOUNTAIN_ISLAND_LAKE-NE,418.5,MOUNTAIN_ISLAND_LAKE-NE,35080C8NE,0
MOUNTAIN_ISLAND_LAKE-NW,167.6,MOUNTAIN_ISLAND_LAKE-NW,35080C8NW,0
MOUNTAIN_ISLAND_LAKE-SE,13.6,MOUNTAIN_ISLAND_LAKE-SE,35080C8SE,1
MOUNTAIN_ISLAND_LAKE-SW,28.0,MOUNTAIN_ISLAND_LAKE-SW,35080C8SW,0
MOUTH_OF_WILSON-CE,0.9,MOUTH_OF_WILSON-CE,o36081E3CE,0
MOUTH_OF_WILSON-CW,14.7,MOUTH_OF_WILSON-CW,o36081E3CW,0
MOUTH_OF_WILSON-SE,8.1,MOUTH_OF_WILSON-SE,36081E3SE,1
MOUTH_OF_WILSON-SW,4.9,MOUTH_OF_WILSON-SW,36081E3SW,0
MOYOCK-CE,0.3,MOYOCK-CE,o36076E2CE,0
MOYOCK-CW,0.7,MOYOCK-CW,o36076E2CW,0
MOYOCK-SE,5.9,MOYOCK-SE,36076E2SE,1
MOYOCK-SW,0.6,MOYOCK-SW,36076E2SW,0
MURCHISONTOWN-CW,0.1,MURCHISONTOWN-CW,35079C2CW,0
MURCHISONTOWN-NW,5.9,MURCHISONTOWN-NW,35079C2NW,0
BEARSKIN-NW,2.5,MURCHISONTOWN-SE,35079C2SE,0
MURCHISONTOWN-SW,0.2,MURCHISONTOWN-SW,35079C2SW,0
MURFREESBORO-CW,11.5,MURFREESBORO-CW,36077D1CW,0
MURFREESBORO-NE,0.0,MURFREESBORO-NE,36077D1NE,0
MURFREESBORO-SE,0.0,MURFREESBORO-SE,36077D1SE,1
MURPHY-CE,2.7,MURPHY-CE,35084A1CE,0
MURPHY-CW,6.6,MURPHY-CW,35084A1CW,0
MURPHY-NE,63.1,MURPHY-NE,35084A1NE,0
MURPHY-NW,1.4,MURPHY-NW,35084A1NW,0
MURPHY-SE,20.2,MURPHY-SE,35084A1SE,1
MURPHY-SW,12.5,MURPHY-SW,35084A1SW,0
NAKINA-NE,0.2,NAKINA-NE,34078B6NE,0
NAKINA-SE,0.4,NAKINA-SE,34078B6SE,1
NAKINA-SW,0.0,NAKINA-SW,34078B6SW,0
NASHVILLE-CE,0.3,NASHVILLE-CE,35077H8CE,0
NASHVILLE-CW,0.0,NASHVILLE-CW,35077H8CW,0
NASHVILLE-NE,1.6,NASHVILLE-NE,35077H8NE,0
NASHVILLE-NW,1.3,NASHVILLE-NW,35077H8NW,0
NASHVILLE-SE,0.7,NASHVILLE-SE,35077H8SE,1
NASHVILLE-SW,0.0,NASHVILLE-SW,35077H8SW,0
NELSON-SW,0.1,NELSON-SW,36078E6SW,0
NETTLERIDGE-SW,0.4,NETTLERIDGE-SW,36080E2SW,0
NEW_BERN-CE,135.3,NEW_BERN-CE,35077A1CE,0
NEW_BERN-CW,35.0,NEW_BERN-CW,35077A1CW,0
NEW_BERN-NE,188.8,NEW_BERN-NE,35077A1NE,0
NEW_BERN-NW,76.7,NEW_BERN-NW,35077A1NW,0
NEW_BERN-SE,26.9,NEW_BERN-SE,35077A1SE,1
NEW_BERN-SW,11.4,NEW_BERN-SW,35077A1SW,0
NEW_HILL-CE,1.0,NEW_HILL-CE,35078F8CE,0
NEW_HILL-CW,4.8,NEW_HILL-CW,35078F8CW,0
NEW_HILL-NE,137.7,NEW_HILL-NE,35078F8NE,0
NEW_HILL-NW,60.0,NEW_HILL-NW,35078F8NW,0
NEW_HILL-SE,135.7,NEW_HILL-SE,35078F8SE,1
NEW_HILL-SW,0.9,NEW_HILL-SW,35078F8SW,0
NEW_HOLLAND-CE,45.9,NEW_HOLLAND-CE,35076D2CE,0
NEW_HOLLAND-CW,97.7,NEW_HOLLAND-CW,35076D2CW,0
NEW_HOLLAND-NE,22.5,NEW_HOLLAND-NE,35076D2NE,0
NEW_HOLLAND-NW,130.1,NEW_HOLLAND-NW,35076D2NW,0
NEW_HOLLAND-SE,3.9,NEW_HOLLAND-SE,35076D2SE,1
NEW_HOLLAND-SW,0.0,NEW_HOLLAND-SW,35076D2SW,0
NEW_LAKE_NW-NW,10.8,NEW_LAKE_NW-NW,35076F4NW,0
NEW_LAKE_NW-SW,0.0,NEW_LAKE_NW-SW,35076F4SW,0
NEW_LAKE_SE-CE,0.0,NEW_LAKE_SE-CE,35076E3CE,0
NEW_LAKE_SE-NW,0.0,NEW_LAKE_SE-NW,35076E3NW,0
NEW_LAKE_SE-SE,6.0,NEW_LAKE_SE-SE,35076E3SE,1
NEW_LAKE-NE,0.2,NEW_LAKE-NE,35076F3NE,0
NEW_LAKE-SE,0.2,NEW_LAKE-SE,35076F3SE,1
NEW_LAKE-SW,0.0,NEW_LAKE-SW,35076F3SW,0
BEARSKIN-SE,0.0,NEW_LONDON-CE,35080D2CE,
NEW_LONDON-CW,1.0,NEW_LONDON-CW,35080D2CW,0
NEW_LONDON-NE,182.5,NEW_LONDON-NE,35080D2NE,0
NEW_LONDON-NW,5.5,NEW_LONDON-NW,35080D2NW,0
NEW_LONDON-SE,2.3,NEW_LONDON-SE,35080D2SE,1
NEW_LONDON-SW,0.8,NEW_LONDON-SW,35080D2SW,0
NEW_RIVER_INLET-CE,51.0,NEW_RIVER_INLET-CE,34077E3CE,0
NEW_RIVER_INLET-CW,15.5,NEW_RIVER_INLET-CW,34077E3CW,1
NEW_RIVER_INLET-NE,2.0,NEW_RIVER_INLET-NE,34077E3NE,0
NEW_RIVER_INLET-NW,0.0,NEW_RIVER_INLET-NW,34077E3NW,0
NEW_RIVER_INLET-SW,165.1,NEW_RIVER_INLET-SW,34077E3SW,0
NEWLAND-CE,20.3,NEWLAND-CE,36081A8CE,0
NEWLAND-NE,30.4,NEWLAND-NE,36081A8NE,0
NEWLAND-NW,0.0,NEWLAND-NW,36081A8NW,0
NEWLAND-SE,121.1,NEWLAND-SE,36081A8SE,1
NEWLAND-SW,0.6,NEWLAND-SW,36081A8SW,0
NEWPORT-CE,0.0,NEWPORT-CE,34076G7CE,0
BEARSKIN-SW,0.0,NEWPORT-CW,34076G7CW,0
NEWPORT-NE,12.1,NEWPORT-NE,34076G7NE,0
BEAUFORT-CE,196.6,NEWPORT-NW,34076G7NW,0
NEWPORT-SE,13.7,NEWPORT-SE,34076G7SE,1
NEWPORT-SW,9.6,NEWPORT-SW,34076G7SW,0
NEWTON_GROVE_NORTH-CE,4.5,NEWTON_GROVE_NORTH-CE,35078C3CE,0
NEWTON_GROVE_NORTH-CW,2.3,NEWTON_GROVE_NORTH-CW,35078C3CW,0
NEWTON_GROVE_NORTH-NE,81.1,NEWTON_GROVE_NORTH-NE,35078C3NE,0
NEWTON_GROVE_NORTH-SE,0.0,NEWTON_GROVE_NORTH-SE,35078C3SE,1
NEWTON_GROVE_NORTH-SW,0.2,NEWTON_GROVE_NORTH-SW,35078C3SW,0
NEWTON_GROVE_SOUTH-CE,0.7,NEWTON_GROVE_SOUTH-CE,35078B3CE,0
BEAUFORT-CW,115.0,NEWTON_GROVE_SOUTH-CW,35078B3CW,1
NEWTON_GROVE_SOUTH-NE,0.0,NEWTON_GROVE_SOUTH-NE,35078B3NE,0
NEWTON_GROVE_SOUTH-NW,1.6,NEWTON_GROVE_SOUTH-NW,35078B3NW,0
NEWTON-CE,0.0,NEWTON-CE,35081F2CE,0
NEWTON-CW,2.7,NEWTON-CW,35081F2CW,0
NEWTON-NE,2.9,NEWTON-NE,35081F2NE,0
NEWTON-NW,0.6,NEWTON-NW,35081F2NW,0
NEWTON-SE,0.2,NEWTON-SE,35081F2SE,1
NEWTON-SW,0.2,NEWTON-SW,35081F2SW,0
NIAGARA-CE,20.8,NIAGARA-CE,35079B3CE,0
NIAGARA-CW,10.9,NIAGARA-CW,35079B3CW,0
NIAGARA-NE,6.0,NIAGARA-NE,35079B3NE,0
NIAGARA-NW,7.6,NIAGARA-NW,35079B3NW,0
NIAGARA-SE,5.1,NIAGARA-SE,35079B3SE,1
NIAGARA-SW,497.6,NIAGARA-SW,35079B3SW,0
NICHOLSON_CREEK-CE,0.3,NICHOLSON_CREEK-CE,35079A2CE,0
NICHOLSON_CREEK-CW,0.8,NICHOLSON_CREEK-CW,35079A2CW,0
NICHOLSON_CREEK-NW,0.3,NICHOLSON_CREEK-NW,35079A2NW,0
NICHOLSON_CREEK-SE,3.2,NICHOLSON_CREEK-SE,35079A2SE,1
NICHOLSON_CREEK-SW,106.9,NICHOLSON_CREEK-SW,35079A2SW,0
NIXONTON-CE,3.0,NIXONTON-CE,36076B3CE,0
BEAUFORT-NE,138.8,NIXONTON-CW,36076B3CW,0
NIXONTON-NE,12.8,NIXONTON-NE,36076B3NE,0
NIXONTON-NW,0.0,NIXONTON-NW,36076B3NW,0
NIXONTON-SE,3.2,NIXONTON-SE,36076B3SE,1
BEAUFORT-NW,68.0,NIXONTON-SW,36076B3SW,0
NOLAND_CREEK-CE,1.6,NOLAND_CREEK-CE,35083D5CE,0
NOLAND_CREEK-NE,0.0,NOLAND_CREEK-NE,35083D5NE,0
NOLAND_CREEK-SE,13.2,NOLAND_CREEK-SE,35083D5SE,1
NOLAND_CREEK-SW,20.0,NOLAND_CREEK-SW,35083D5SW,0
NORFLEET-NE,0.0,NORFLEET-NE,36077B3NE,0
NORFLEET-NW,0.3,NORFLEET-NW,36077B3NW,0
NORFLEET-SE,0.2,NORFLEET-SE,36077B3SE,1
NORFLEET-SW,9.0,NORFLEET-SW,36077B3SW,0
NORMAN-CE,3.1,NORMAN-CE,35079B6CE,0
NORMAN-CW,0.0,NORMAN-CW,35079B6CW,0
NORMAN-NE,0.1,NORMAN-NE,35079B6NE,0
NORMAN-NW,0.4,NORMAN-NW,35079B6NW,0
NORMAN-SE,2.0,NORMAN-SE,35079B6SE,1
NORMAN-SW,0.8,NORMAN-SW,35079B6SW,0
NORTH_BAY-CE,0.4,NORTH_BAY-CE,35076A3CE,0
NORTH_BAY-SE,6.2,NORTH_BAY-SE,35076A3SE,1
NORTH_BAY-SW,65.5,NORTH_BAY-SW,35076A3SW,0
NORTHEAST_DURHAM-CE,268.8,NORTHEAST_DURHAM-CE,36078A7CE,0
NORTHEAST_DURHAM-CW,78.4,NORTHEAST_DURHAM-CW,36078A7CW,0
NORTHEAST_DURHAM-NE,100.1,NORTHEAST_DURHAM-NE,36078A7NE,0
NORTHEAST_DURHAM-NW,25.7,NORTHEAST_DURHAM-NW,36078A7NW,0
NORTHEAST_DURHAM-SE,34.0,NORTHEAST_DURHAM-SE,36078A7SE,1
NORTHEAST_DURHAM-SW,13.0,NORTHEAST_DURHAM-SW,36078A7SW,0
NORTHEAST_EDEN-SE,5.1,NORTHEAST_EDEN-SE,36079E6SE,1
NORTHEAST_EDEN-SW,2.5,NORTHEAST_EDEN-SW,36079E6SW,0
NORTHEAST_GOLDSBORO-CE,0.0,NORTHEAST_GOLDSBORO-CE,35077D8CE,0
NORTHEAST_GOLDSBORO-CW,0.1,NORTHEAST_GOLDSBORO-CW,35077D8CW,0
NORTHEAST_GOLDSBORO-NW,0.0,NORTHEAST_GOLDSBORO-NW,35077D8NW,0
NORTHEAST_GOLDSBORO-SE,5.6,NORTHEAST_GOLDSBORO-SE,35077D8SE,1
NORTHEAST_GOLDSBORO-SW,50.9,NORTHEAST_GOLDSBORO-SW,35077D8SW,0
NORTHEAST_LUMBERTON-CW,1.3,NORTHEAST_LUMBERTON-CW,34078F8CW,0
BELEWS_CREEK-CE,21.4,NORTHEAST_LUMBERTON-NE,34078F8NE,0
NORTHEAST_LUMBERTON-NW,0.0,NORTHEAST_LUMBERTON-NW,34078F8NW,0
NORTHEAST_LUMBERTON-SE,1.5,NORTHEAST_LUMBERTON-SE,34078F8SE,1
NORTHEAST_LUMBERTON-SW,0.0,NORTHEAST_LUMBERTON-SW,34078F8SW,0
NORTHWEST_DURHAM-CE,34.4,NORTHWEST_DURHAM-CE,36078A8CE,0
NORTHWEST_DURHAM-CW,279.4,NORTHWEST_DURHAM-CW,36078A8CW,0
NORTHWEST_DURHAM-NE,13.8,NORTHWEST_DURHAM-NE,36078A8NE,0
NORTHWEST_DURHAM-NW,955.4,NORTHWEST_DURHAM-NW,36078A8NW,0
NORTHWEST_DURHAM-SE,641.5,NORTHWEST_DURHAM-SE,36078A8SE,1
NORTHWEST_DURHAM-SW,786.2,NORTHWEST_DURHAM-SW,36078A8SW,0
NORTHWEST_EDEN-SE,18.1,NORTHWEST_EDEN-SE,36079E7SE,1
NORTHWEST_EDEN-SW,1.5,NORTHWEST_EDEN-SW,36079E7SW,0
NORTHWEST_GOLDSBORO-CE,9.1,NORTHWEST_GOLDSBORO-CE,35078D1CE,0
